qID,Category,Choice,CorrectAnswer,IsCorrectAnswer,IsWrongAnswer,Marked,Question,UserHasNotResponded,explanationURL,futureOption,futureOption1,futureOption2,futureOption3,futureOption4
gCPUTvquHEyDFIsXsU6Z,Fraction,"['14', '20', '34', '17']",0,False,False,False,"Two numbers are in ratio of 10:7. If the sum of the numbers is 34, what is the smaller number",True,,,,,,
gMiBGWEvdAAEgqexxxdt,Algebra,"['Nu. 375 per hour', 'Nu. 275 per hour', 'Nu. 175 per hour', 'Nu. 75 per hour']",2,False,False,False,"Tobgay wants to travel from Paro to Bagdogra in India. He had two options to reach Bagdogra from Paro. He can either travel by air which takes 30 minutes or by a taxi which takes 10 hours. The air ticket will cost him Nu. 5,000 and the taxi fare will costs him Nu. 1,250. Other things remaining constant, Tobgay would gain by choosing air travel if, and only if, his time were valued at more than:",True,,,,,,
gZzYObjyAVBNqHZN0sUJ,Fraction,"['18 students', '25 students', '20 students', '15 students']",0,False,False,False,The pass percentage of a school stands at 95% with 570 students passing the annual examinations. How many more students in the school would have to pass to raise the pass percentage to 98%?,True,,,,,,
golBXkfze4hMyhDQPxK6,Fraction,"['3/4', '2/3', '1/2', '1/3']",1,False,False,False,"If B is the midpoint of line segment AD and C is the midpoint of line segment BD, What is the value of AB/AC?",True,,,,,,
hY0SLyudMKlu3m5VibjN,Fraction,"['19 and 5', '18 and 6', '15 and 9', '14 and 10']",1,False,False,False,There are twenty four students in a certain class. For every nine girls there are three boys. How many girls and how many boys are there in the class?,True,,,,,,
hp35zgl7bbV0V9HBuG6Y,Fraction,"['4', '8', '12', '16']",0,False,False,False,The value of a company share drops from Nu 100 per share to Nu 96 per share. What is the percent of the decrease?,True,,,,,,
i25TbwrkuEVCIg0frOUV,Logic,"[' Plant', ' Animal', ' Flower', ' Country']",3,False,False,False," If you unscramble the letters ZILBRA, you will get the name of a:",True,,,,,,
its7YMB18bJCdZTjVZVz,Logic,"[' 0', ' 1', ' 3.2', ' -5']",1,False,False,False," A number is an integer that is natural, rational and whole number. Which is the number?",True,,,,,,
iwmi2WPKBCd7Ra2LvfBy,Algebra,"['4', '5', '6', '7']",2,False,False,False,"Deki can carry 6 cartoons of milk. If there are 32 cartoons in her ware house, how many full trips does she have to make for her to transport all the cartoons of milk from ware house to her shop?",True,,,,,,
jc3NZc6rLSpm42xUQJ1R,Logic,"[' I and II', ' I and IV', ' II and III', ' II and IV']",1,False,False,False, A dog and a cat are 50 metres far from each other. A pig is sleeping at a distance of 10 metres from the cat. The distance between the pig and the dog are: I. 40 metres II. 30 metres III. 50 metres IV. 60 metres,True,,,,,,
kCTw7nXhB14sbV2P2Nrq,Probability,"['49', 'None of the above', '5040', '7']",2,False,False,False,In how many ways can the letter SOLVING be rearranged to make 7 letter words such that none of the letters repeat?,True,,,,,,
kEemHUWSbzTwRcTrmT8f,Fraction,"['2 : 3 : 4', '1 : 3 : 9', '3 : 7 : 10', '4 : 7 : 11']",1,False,False,False,"In a shop, for every pant there are 3 shirts and for every 9 shirts there are 27 pairs of shoes. Express the ratio of pants to shirts to shoes in the store.",True,,,,,,
kcAKAMPam7ADqlMLJPpr,Fraction,"[' 25 metres', ' 25.2 metres', ' 26.3 metres', ' 24.9 metres']",1,False,False,False," After being dropped, a football always bounces 3/5th of its previous bounce height. After the first bounce it reaches a height of 70 metres. How high in metres will the ball reach in its third bounce?",True,,,,,,
l0GlF5Lkzjlkf0cACXbL,Probability,"[' 10', ' 15', ' 20', ' 40']",2,False,False,False," There is a soccer league tournament in Trashigang and there are only five teams participating since it's the first time such tournament is being organized. If each team has to play two matches with all the other teams, how many matches will be played in total in the tournament?",True,,,,,,
l0hfbwfIskcT7HABYMT7,Algebra,"[' 50 km/hr.', ' 100 km/hr.', ' 150 km/hr.', ' 200 km/hr.']",3,False,False,False, Rinzin is a very busy guy. He has to reach his office on time which is at a distance of 100 km which takes half an hour to reach. At what speed must he travel so that he reaches there exactly in 30 minutes?,True,,,,,,
mVJvvWS2eMfI9ChNUOb2,Algebra,"['(i) and (ii)', '(iii) and (iv)', '(i) and (iii)', '(ii) and (iv)']",0,False,False,False,If Speed = Distance/ Time. Which of the following formula are true? (i) Distance= Speed * Time (ii) Time = Distance / Speed (iii) Distance = Speed / Time (iv) Time = Distance * Speed,True,,,,,,
n18vnkPP1LkB4BOCLCcm,Fraction,"[' Father is 30 and daughter is 15', ' Father is 40 and daughter is 20', ' Father is 50 and daughter is 25', ' Father is 60 and daughter is 30']",1,False,False,False," The father is double the age of his daughter. After 10 years, the ratio of their age will be 5:3. Find their present ages.",True,,,,,,
n2kIaM7i5AifiNOTwa7U,Logic,"['26451', '62451', '51462', '15264']",3,False,False,False,Which one of the four choices makes the best comparison? PEACH is to HCAEP as 46251 is to:,True,,,,,,
nSlLEbuFP4DG01qXzU0k,Algebra,"[' 1 day', ' 2. 4 days', ' 1.4 days', ' 3 days']",2,False,False,False," Wangpo alone can finish a certain work in 4 days. The same job is finished in 3 and 7 days by Tashi and Karma respectively. If they unite and work together, how many days will they take to complete the same work?",True,,,,,,
o3ovSIHoa7wphcAndKKf,Logic,"['First', 'Second', 'Third', 'Fourth']",1,False,False,False,In a horse race Dawa came in ahead of Pema. Dawa finished after Tashi. Sonam beat Tashi but finished after Rinzin. Where did Sonam finish?,True,,,,,,
o5KBtO0HpWBiP9OI7h4L,Fraction,"['40', '20', '10', '5']",3,False,False,False,Choose the number that is 1/4 of half of 1/5 of 200?,True,,,,,,
oSmnIS0BZfNGQ9tD4gD7,Fraction,"[' 0.12 glass of water', ' 1.5 glass of water', ' 0.79 glass of water', ' 2.5 glass of water']",0,False,False,False, Tashi is making a Thugpa (Porridge) in the morning on a Losar (New Year Festival). He also wants to make a tea. He needs 8/9 glass of water for Thugpa and 2/5 glass of water for tea. He has a glass of water. How much extra water is needed by him?,True,,,,,,
ohIeTFnV7xGE2jRqwmxb,Fraction,"['2/5', '4/7', '4/9', '5/11']",1,False,False,False,Which fraction is greater than ½ ?,True,,,,,,
p9RYeeo0MUXbwr46sDpj,Logic,"['Branch', 'Tree', 'Twig', 'Blossom']",2,False,False,False,Which one of the four choices makes the best comparison? Fingers is to Hand as Leaf is to:,True,,,,,,
pvLsykrv7dvlw3Of2OXA,Logic,"['GDP is a measure of output produced within the borders of the country in a year while GNP is a measure of output produced by domestic citizens in a year.', 'GDP is a measure of output produced by the citizens of the country in a year while GNP is a measure of output produced within the domestic borders in a year', 'GDP is a measure of output produced by the citizens of the country inside and outside the borders while GNP is a measure of all output produced within the domestic borders.', 'GDP is a measure of output produced by domestic citizens in a year GNP is the same']",0,False,False,False,Which of the following best describes the difference between Gross Domestic Product (GDP) and Gross National Product (GNP)?,True,,,,,,
rDjkGooyi05bDFGx9VSd,Logic,"['Animal', 'Country', 'Ocean', 'City']",1,False,False,False,If you arrange the letters “LNGEDNA” you have the name of a (n):,True,,,,,,
rmISPJNnmaknMKTWpl7f,Fraction,"[' 15%', ' 30%', ' 6.67%', ' 5.78%']",2,False,False,False, 15 is what percent of 225?,True,,,,,,
rrIczkCrA8DkuMABHJiC,Logic,"[' Father and step-son', ' Husband and wife', ' Brother and sister', ' Father and daughter']",3,False,False,False," Karpo has three children. Tashi and Pema are the two younger brothers of Zepa. However, Zepa is neither brother of Tashi nor Pema. What is the relation between Karpo and Zepa?",True,,,,,,
rsrDEHqpseIksby8YUBB,Algebra,"[' 24', ' 36', ' 76', ' 96']",3,False,False,False," If 10 men working 8 hours a day can complete a job in 12 days, how many days will 5 men working 2 hours a day take to complete the same job?",True,,,,,,
s1QDpOfop8BbOD3dEWbY,Fraction,"[' 70', ' 50', ' 110', ' 90']",3,False,False,False, Tshering owns 120 guitars. 25% of the total number of guitars is from Gibson Company. How many guitars with Tshering are from companies other than Gibson?,True,,,,,,
s4fRLwWea6GvHruR5nt1,Logic,"['b', 'c', 'y', 'z']",2,False,False,False,What is the missing letter in this series: a z b ? c x,True,,,,,,
s7IOgAU3P7nKOgGgmVdz,Fraction,"[' 10', ' 4', ' 7.5', ' 9']",2,False,False,False, Choose the number which is 1/4 of half of 1/5 of 300.,True,,,,,,
tKR3NOn18EAGKQvYsDzN,Logic,"[' 8', ' 12', ' 32', ' 24']",3,False,False,False," I am sixteen years old, four times the age of Thinley. When I am twice the age of Thinley, what will my age be?",True,,,,,,
tt6yQQZMeoDvA1h7KBYi,Algebra,"[' 10 times', ' 150 times', ' 100 times', ' 200 times']",2,False,False,False, How many times can you subtract 5 from 500?,True,,,,,,
u06kKTg47ATwfPjIMbCM,Algebra,"['20 times', '10 times', '5 times', '1 time only']",1,False,False,False,How many times can you subtract 20 from 200?,True,,,,,,
uy9dflTgLsXG54HoUm4G,Probability,"['20/55', '35/55', '20/35', '35/20']",1,False,False,False,"A basket contains 55 apples. The apples are red and green in colour. 20 apples are green in colour. If Sonam randomly picks an apple, what is the probability that she picks a red apple?",True,,,,,,
v56BR7EFMlt57PHxR4qB,Logic,"['13 children : 10 girls and 3 boys', '12 children : 9 girls and 3 boys', '9 children : 6 girls and 3 boys', '8 children : 6 girls and 2 boys']",2,False,False,False,Pema Dorji and Kesang Choden are two children in a big family. Pema Dorji has thrice as many sisters as he has brothers. Kesang Choden has two less brothers than she has sisters. How many children are there in the family?,True,,,,,,
vgbNgerKGxYWlplRqM86,Fraction,"[' Equal', ' Lower', ' Higher', "" Can't be determined""]",1,False,False,False, A number is increased from 30 to 40 and then decreased from 40 to 20. The Fraction of increase to the Fraction of decrease:,True,,,,,,
vicK7FAQcl7vadwm10mo,Logic,"['11', '10', '9', '8']",0,False,False,False,Look at the number Logic and study the sequence carefully. You will be required to correctly guess the next sequence number. 1 3 5 7 9 The next sequence number should be….,True,,,,,,
vxkR1YTPpM7kja3YaaGY,Probability,"['10', '20', '30', '40']",1,False,False,False,"Five teams from Thimphu’s Schools are participating in a Summer School Football League. If each team plays the other teams 2 times, the total number of games the League will play is",True,,,,,,
wS6W5xAa24XthGmUGUXn,Logic,"[' 8', ' 20', ' 24', ' 16']",3,False,False,False," Write the next term of the series below: 1, 1, 2, 4, 3, 9, 4..........",True,,,,,,
wog2rekr5PATrmaRvSl5,Logic,"['Ocean', 'Animal', 'Island', 'Aeroplane']",1,False,False,False,"If you unscramble the letters ITNKA, you will get the name of an:",True,,,,,,
xwfrWatXUAY5yiYxLHUs,Algebra,"[' 49.43m', ' 49.78m', ' 49.67m', ' 49.35m']",3,False,False,False, An object travels at 7metres per minute. How much does it travel in 7 minutes and 3 seconds?,True,,,,,,
yLfToOOF4kPyK9gKF9rk,Algebra,"[' 5', ' 3', ' 4', ' 6']",1,False,False,False, There were 20 questions in a multiple choice section in an examination paper. Phuntsho gets 10 marks for each correct answer and loses 5 marks for each wrong answer. He observes that he scored 155 out of 200. How many questions did he answer wrongly?,True,,,,,,
zSz0mLkn6k89JcRRnpOq,Algebra,"[' 20 miles', ' 40 miles', ' 50 miles', ' 120 miles']",2,False,False,False, Two bikes depart from a point at a road junction. One rides towards north at a speed of 40 miles per hour while the other does in the east at 30 miles per hour. What is the distance between them after 1 hour?,True,,,,,,
zUalgaCk5Eje2Uyk9zKN,Algebra,"['60', '300', '1800', '18000']",3,False,False,False,"If an object travels five feet in a second, how many feet will it travel in 1 hour?",True,,,,,,
zb2dYUVQvZH669i2NYeD,Logic,"[' Jamtsho', ' Pemba', ' Langa', ' None']",0,False,False,False," Langa, Jamtsho and Pemba are competing in a 200 meter dash. Jamtsho falls down while Pemba overtakes Langa. However, Jamtsho recovers and overtakes Pemba. Langa was last. Who was first?",True,,,,,,
